U ID,Derived View,Domain,Type,Name,Description,Creation Date,Last Update Date (data),Category,Keywords,Downloads,Visits,Department,Owner,ContactEmail,Frequency
cvmg-i6js,true,data.austintexas.gov,map,Electric Vehicles in Austin - Heat Map,"Austin Energy operates the Plug-In EVerywhere™ network of plug-in electric vehicle charging stations located at sites throughout the service territory. Some stations are located at City of Austin facilities. The Plug-In EVerywhere™ network is the first in the U.S. to be completely powered by renewable energy via the GreenChoice® program. The initial network of 113 stations successfully fulfills Austin's commitment to the ChargePoint America program that selected Austin as one of only nine metropolitan regions in the country to participate in the federal stimulus grant funded program. Austin Energy is now working with its customers to connect privately-owned stations at workplaces, multi-family residences, and retail outlets to the Plug-In Everywhere™ network. The public-access charging stations provide both Level 1 (110 volts) and Level 2 (220/240 volts) charging capability and are geographically distributed throughout Austin. They are available for use by anyone with a plug-in electric vehicle. Austin Energy offers a $25 six-month subscription membership for unlimited charging at any public-access network location. Or, credit cards can be used for $2 per hour of plugging in.",04/12/2016 06:35:05 PM +0000,09/20/2016 04:29:03 PM +0000,Utility,"""electric vehicles"",ev,""charging network"",""austin energy""",77,186,Austin Energy,Sarah Lambert,,As Needed
itfg-ism7,false,data.austintexas.gov,table,June 2014 Austin Animal Center Outcomes,all cat and dog outcomes for the month of June 2014,07/02/2014 04:15:30 PM +0000,07/02/2014 04:15:35 PM +0000,Government,"cat,dog,pet,outcome,austin animal center,data,open government,no kill",169,87,Animal Services,Austin Animal Center,,Monthly
nqv2-nbrj,false,data.austintexas.gov,table,Aug 2013 Austin Animal Center Outcome Count,Count of outcomes for cats and dogs from Austin Animal Center in August 2013.,09/03/2013 04:07:53 PM +0000,09/03/2013 04:11:31 PM +0000,,"animals,animal services,august,2013,austin animal center",169,79,Animal Services,Austin Animal Center,,Monthly
jhra-82n2,false,data.austintexas.gov,table,ARR Household Hazardous Waste Monthly Materials Collection Weight Report,Data indicating each type and weight of material collected at the Household Hazardous Waste facility for fiscal year 2015.,09/14/2015 06:17:23 PM +0000,09/14/2015 06:18:05 PM +0000,,"household,hazardous,waste,resource recovery,recycle",187,96,Austin Resource Recovery,erin.benoit@austintexas.gov,,As Needed
bnhk-dwhc,true,data.austintexas.gov,map,Grow Green Participant Locations,This is a list of nurseries and home improvement stores throughout Austin that have the Grow Green fact sheets and the Native and Adapted Landscape Plant Guides available.,04/24/2015 01:20:32 PM +0000,04/24/2015 01:10:54 PM +0000,Environmental,"grow green,native and adapted landscape plant guide,grow green participating locations",7,87,Watershed Protection,Watershed Education,,As Needed
us2y-viyp,false,data.austintexas.gov,table,Grow Green Participant Locations,This is a list of nurseries and home improvement stores throughout Austin that have the Grow Green fact sheets and the Native and Adapted Landscape Plant Guides available.,04/23/2015 04:10:06 PM +0000,04/24/2015 01:10:54 PM +0000,Environmental,"grow green,native and adapted landscape plant guide,grow green participating locations",155,111,Watershed Protection,Watershed Education,,As Needed
mf8i-bqzs,false,data.austintexas.gov,map,Landfills (Buffered),"This dataset is used by the City of Austin to locate the buffers around landfills. Not all landfills will necessarily be included. This dataset was created in the year 2007. There are restrictions to development for properties that are within the landfills buffers. This layer represents the buffered geography around the known landfills in and around the City of Austin, Texas. Due to the uncertainty of the boundaries of the landfills; the buffers are used to regulate development in close proximity to the landfills. Areas of known landfill boundaries utilize the 200' buffer. Areas where general knowledge of the landfill location is known utilize a 1500' buffer.",08/14/2015 03:40:53 PM +0000,,Environmental,"landfill,dump,garbage,landfill buffer,development",58,86,Watershed Protection,Rob,,As Needed
r5dg-6cvf,true,data.austintexas.gov,chart,Austin Animal Center Dog Intakes - Chart,"Animal Center Intakes from Oct, 1st 2013 to current.",10/28/2015 07:45:10 PM +0000,10/03/2016 02:19:16 AM +0000,Health,"outcomes,animal,cat,dog,pet,no kill",26,101,Animal Services,Brad McCarty,,Daily
nin4-cdmn,true,data.austintexas.gov,filter/grouped,ATX Low Water Crossings - Filtered,,06/23/2015 01:27:11 PM +0000,06/01/2014 07:49:26 PM +0000,,,20,105,,Austin 311,,
yfaf-uvsu,false,data.austintexas.gov,map,Watershed Boundary Low Flow,"This geospatial dataset represents the watershed boundaries for the City of Austin -- where a raindrop will roll when landing on dry ground. Useful for planning, modeling and analysis. These watershed boundaries are derived through a combination of modeled lines and edited lines based on site plans and field investigations. Use this feature class to answer a question like ""What Watershed do I live in? or What watershed is my development project in?""   This is the authoritative ""baseflow"" watershed coverage; there are other watershed coverages on data.austintexas.gov which are more useful to watershed modellers that have specific differences related to floodplain modelling. This is the best geospatial match to this list: https://data.austintexas.gov/Government/Watersheds/ec78-i9z5 and the IDs are synched.  Not all watersheds in that list have a spatial extent defined for various reasons; contact the data owner for more information.",08/09/2015 04:17:20 PM +0000,,Environmental,"watershed,regulation,runoff,water quality,development",41,101,Watershed Protection,Rob,,As Needed
da96-d4bx,false,data.austintexas.gov,table,April 2014 Austin Animal Center Live Outcomes,cat & dog live outcomes for the month of April 2014,05/02/2014 09:54:14 PM +0000,05/02/2014 09:57:03 PM +0000,Government,"cat,dog,pet,austin animal center,open government,no kill,data",175,80,Animal Services,Austin Animal Center,,Monthly
599b-4cjg,false,data.austintexas.gov,map,Erosion Sites,"Points that shows the location of a resource threatened by stream erosion.  An erosion site is usually identified as a result of a complaint generated by a citizen or city staff.  Erosion sites are then prioritized based upon the type of resource threatened, proximity to the stream bank, stream bank geometry, and likelihood of bank failure; and then stream restoration projects https://data.austintexas.gov/Environmental/Stream-Restoration-Projects/2c74-xuqw are devised to address them.  These points represent locations in the Watershed Protection asset management database.",08/19/2015 08:23:52 PM +0000,,Environmental,"erosion,concern,creek,threatened,structures,trees,locations",59,115,Watershed Protection,Rob,,As Needed
6v99-vnq3,false,data.austintexas.gov,table,Austin Water - Wastewater Service Connection Count By Zip Code,This data set will include total services connections count for wastewater services by customer class and zip code.​,08/31/2015 09:43:08 PM +0000,08/31/2015 09:43:14 PM +0000,Utility,"aw,wastewater,services,count",185,107,Austin Water,Patricia Genty Andrade,,Monthly
nq44-vyqb,false,data.austintexas.gov,story,Emergency Medical Services,,05/11/2016 01:00:30 PM +0000,05/11/2016 01:00:30 PM +0000,,,0,1559,,JillioG,,
6m7k-g59q,false,data.austintexas.gov,table,August 2014 Austin Animal Center Live Outcome Rates,cat and dog live outcome rates for the month of August 2014,09/02/2014 07:51:33 PM +0000,09/02/2014 07:53:32 PM +0000,Government,"cat,dog,pet,austin animal center,no kill,open government,data",182,70,Animal Services,Austin Animal Center,,Monthly
7g8v-xxja,false,data.austintexas.gov,table,Annual Crime 2014,,10/29/2015 02:46:56 PM +0000,10/29/2015 03:12:51 PM +0000,,,162,188,,Peter Moore,,
s2xi-svf4,true,data.austintexas.gov,chart,Plus 1 Fund - Number of Households Served,"The City of Austin's Plus 1 Fund provides emergency utility bill financial assistance to customers experiencing extreme hardships such as medical illness or sudden job loss. In 2009 the City of Austin doubled to $300,000 the amount of funding made available annually for this program. Beginning in fiscal year 2009, City of Austin employees were given the option to donate to the Plus 1 Fund through the City's annual Combined Charities Campaign, which raises money for local and regional charitable groups. Additionally, utility customers have the option to donate to the Plus 1 Fund when they make their monthly utility bill payments. Plus 1 funding is distributed to customers by more than a dozen social service agencies including Travis County Family Services and Meals on Wheels.",12/18/2015 09:41:54 PM +0000,12/18/2015 09:36:36 PM +0000,Utility,"""plus 1"",""utility bill donation"",""utility bill""",10,89,Austin Energy,Sarah Lambert,,Annually
uthw-a7ih,false,data.austintexas.gov,external dataset,Restaurant Inspection Scores,Restaurant Inspection Scores,08/14/2015 12:13:31 PM +0000,,Health,restaurant inspection scores,4,128,Health and Human Services,Patrick Weaver,,Weekly
e7fj-wxvd,false,data.austintexas.gov,table,Power Supply Adjustment/Fuel Charge,"Austin Energy’s Power Supply Adjustment (PSA) and fuel charge are reviewed annually. Generally, changes to the fuel rate are effective on Jan. 1 for the calendar year. Effective FY 2013, the power supply adjustment is set as part of the annual budget process. Fuel Charge rates are established based on the type of electric service required by a customer and fall into one of three levels: secondary, primary or transmission.

Primary Level Customers - This rate is applicable to electric service required by any customer who receives service at 12,500 volts (nominal) to 69,000 volts and whose demand for power does not meet or exceed 3,000 kilowatts at any interval during the most recent June through September billing months as determined by the City of Austin. 

Secondary Level Customers - This rate is applicable to electric service required by residential customers in single-family dwellings, mobile homes, townhouses, or individually metered apartment units. It is also applicable to any business that does not receive power at a primary or transmission level. Currently, some 30,000 businesses receive the secondary Fuel Charge rate.

Transmission Level Customers - This rate is applicable to electric service required by any customer who receives service at 69,000 volts (nominal) or higher. This rate shall be applied for a minimum of one year. 

Primary and transmission voltage level customers (about 90 industrial customers) essentially receive power directly from a substation. This results in reduced line losses between the point of generation and delivery to the customer. These customers also install and maintain their own equipment at their site needed to step down the voltage before the power enters their facility. As a result, primary and transmission customers pay a slightly lower Fuel Charge.",08/20/2015 02:47:04 PM +0000,05/16/2016 09:48:31 PM +0000,Utility,"psa,power supply adjustment,fuel charge,austin energy,energy",166,182,Austin Energy,Shannon Wisner,,Annually
6nnt-cnki,true,data.austintexas.gov,filter/grouped,ACCD :: Discarded Materials – Fiscal Year 2013 – Summary view by Category and Sub-Category,"This dataset shows the Convention Center recycling efforts during fiscal year 2013. Data includes fiscal year, quarter and month of collection, the category (Recycling or waste), sub-category (recycled material, reused material and material sent to the landfill) and the weight in pounds for each.",07/20/2015 01:35:23 PM +0000,07/20/2015 01:49:47 PM +0000,Environmental,"convention center,recycle,reuse,landfill,waste",20,101,Convention Center,Chris G Hernandez,,Annually
9u8x-6wx2,false,data.austintexas.gov,blob,2010 CAR Report,2010 CAR Report,01/20/2015 08:36:24 PM +0000,,,,76,75,Austin Police ,Colleen Waters,,Daily
c38f-4z9p,false,data.austintexas.gov,external dataset,Data Portal How-To Wiki,This wiki offers how-to tutorials for basic and common tasks using data from the portal and the Socrata platform. This project was initiated by Open Austin volunteers at the 2014 ATX Hack for Change at St. Edward's University.,08/08/2014 06:31:08 PM +0000,,,,52,65,External Source,opendataatx,,As Needed
rbfq-6fgu,false,data.austintexas.gov,table,September 2014 Austin Animal Center Live Outcome Rate Data,cat and dog live outcome rates for the month of September 2014,10/01/2014 09:50:43 PM +0000,10/01/2014 09:52:42 PM +0000,Government,"cat,dog,pet,austin animal center,no kill,data,open government",168,75,Animal Services,Austin Animal Center,,Monthly
dj74-xg66,true,data.austintexas.gov,chart,ACCD :: Discarded Materials – Fiscal Year 2014 – Summary view by Category and Sub-Category - Stacked Bar Chart by Quarter,"This dataset shows the Convention Center recycling efforts during fiscal year 2014. Data includes fiscal year, quarter and month of collection, the category (Recycling or waste), sub-category (recycled material, reused material and material sent to the landfill) and the weight in pounds for each.",07/20/2015 02:17:05 PM +0000,07/20/2015 01:26:33 PM +0000,Environmental,"convention center,recycle,reuse,landfill,waste",22,114,Convention Center,Chris G Hernandez,,Annually
